symbol	cate	logFC	sign	adj.P.Val
Tmed3	X48H - S48H	1.1678	Up	0.027
Dtna	X48H - S48H	5.0196	Up	0.0272
Rundc3a	X48H - S48H	-1.0218	Down	0.0273
Lipk	X48H - S48H	-2.8752	Down	0.0273
Cox6b2	X48H - S48H	8.1881	Up	0.0276
Gm3788	X48H - S48H	1.2816	Up	0.0276
2500002B13Rik	X48H - S48H	1.1195	Up	0.0276
Slc26a10	X48H - S48H	1.1113	Up	0.0277
S100a6	X48H - S48H	1.5196	Up	0.0277
Ung	X48H - S48H	1.0635	Up	0.0278
AA645442	X48H - S48H	-11.7157	Down	0.0282
Gm13397	X48H - S48H	-2.4592	Down	0.0286
Cxcl14	X48H - S48H	1.431	Up	0.0287
Klc3	X48H - S48H	4.8226	Up	0.0293
Zfp365	X48H - S48H	6.6179	Up	0.0293
Gm11805	X48H - S48H	-7.586	Down	0.0294
1110028F11Rik	X48H - S48H	1.0847	Up	0.0296
Lpin1	X48H - S48H	-2.3524	Down	0.0296
Padi3	X48H - S48H	6.5463	Up	0.0297
Pax2	X48H - S48H	-2.3881	Down	0.0297
Atp10a	X48H - S48H	1.3814	Up	0.0299
Ces1a	X48H - S48H	2.9356	Up	0.0299
Lrrc34	X48H - S48H	-2.925	Down	0.0299
Hr	X48H - S48H	1.6852	Up	0.03
Hmx2	X48H - S48H	3.8009	Up	0.0301
Cldn20	X48H - S48H	-9.2439	Down	0.0301
Pls1	X48H - S48H	1.649	Up	0.0302
Serpinb5	X48H - S48H	7.0084	Up	0.0302
Lrrcc1	X48H - S48H	1.0965	Up	0.0303
Ssbp4	X48H - S48H	1.069	Up	0.0308
Kcnrg	X48H - S48H	-9.7969	Down	0.0308
Mup2	X48H - S48H	-1.067	Down	0.0309
Gm14108	X48H - S48H	-5.1105	Down	0.0313
Tmem200b	X48H - S48H	1.979	Up	0.0315
Gm15024	X48H - S48H	-3.2928	Down	0.0316
Crispld2	X48H - S48H	1.1128	Up	0.0317
Prl2c2	X48H - S48H	4.3226	Up	0.0317
RP24-201C14.10	X48H - S48H	-8.4194	Down	0.0318
Eln	X48H - S48H	1.4077	Up	0.032
Rbp1	X48H - S48H	1.0862	Up	0.0321
Abcd2	X48H - S48H	1.6112	Up	0.0322
Figf	X48H - S48H	1.1714	Up	0.0324
SNORD101	X48H - S48H	5.8118	Up	0.0327
Gpr176	X48H - S48H	8.1783	Up	0.0328
Nes	X48H - S48H	1.4704	Up	0.0329
RP23-406N5.8	X48H - S48H	6.0542	Up	0.0329
Car12	X48H - S48H	4.8878	Up	0.0332
Ankle1	X48H - S48H	6.7606	Up	0.0333
Gm15639	X48H - S48H	1.4913	Up	0.0334
Depdc1b	X48H - S48H	7.5121	Up	0.0338
Vim	X48H - S48H	1.3528	Up	0.0338
F3	X48H - S48H	1.0829	Up	0.0339
Gm16587	X48H - S48H	-1.3558	Down	0.0343
Ctsk	X48H - S48H	1.4362	Up	0.0343
Nespas	X48H - S48H	6.9347	Up	0.0345
Mt3	X48H - S48H	8.747	Up	0.0349
P2rx3	X48H - S48H	-1.6495	Down	0.0351
Tmem194b	X48H - S48H	1.0928	Up	0.0354
Fchsd1	X48H - S48H	1.0506	Up	0.0355
E130309D14Rik	X48H - S48H	7.7989	Up	0.0355
Myl9	X48H - S48H	1.4146	Up	0.0355
Gm12265	X48H - S48H	-1.6561	Down	0.0356
Gm17316	X48H - S48H	1.0917	Up	0.0357
Mmp2	X48H - S48H	1.0579	Up	0.0358
Tpm2	X48H - S48H	1.2181	Up	0.0359
Sh3bp1	X48H - S48H	1.349	Up	0.036
Kcnh1	X48H - S48H	-2.1091	Down	0.0361
1110018N20Rik	X48H - S48H	-4.8247	Down	0.0364
Gpx2-ps1	X48H - S48H	6.3002	Up	0.0367
Kif18b	X48H - S48H	7.2591	Up	0.0371
Tmem231	X48H - S48H	3.6625	Up	0.0371
9130017K11Rik	X48H - S48H	7.399	Up	0.0372
Msl3l2	X48H - S48H	1.0494	Up	0.0372
Spire2	X48H - S48H	7.5846	Up	0.0372
Cep55	X48H - S48H	6.3735	Up	0.0373
Retnla	X48H - S48H	9.8113	Up	0.0374
Gm17295	X48H - S48H	1.0732	Up	0.0375
Gm12020	X48H - S48H	-4.9432	Down	0.0376
Mmp3	X48H - S48H	8.4413	Up	0.0377
Mup8	X48H - S48H	-1.0834	Down	0.0377
Slco1a4	X48H - S48H	1.1245	Up	0.0378
Mpp2	X48H - S48H	4.0682	Up	0.038
E2f2	X48H - S48H	3.4055	Up	0.038
Myof	X48H - S48H	1.184	Up	0.038
Fbn2	X48H - S48H	5.9101	Up	0.0382
0610010K14Rik	X48H - S48H	3.4974	Up	0.0383
Ccl6	X48H - S48H	1.5122	Up	0.0383
Gm8787	X48H - S48H	8.0742	Up	0.0385
Dbndd2	X48H - S48H	1.2657	Up	0.0386
Gm16053	X48H - S48H	11.9615	Up	0.0386
Mrc2	X48H - S48H	1.0804	Up	0.0386
Oxct2b	X48H - S48H	7.0382	Up	0.0386
Dok4	X48H - S48H	1.1172	Up	0.0388
Shisa4	X48H - S48H	4.5727	Up	0.0389
Gm12138	X48H - S48H	1.3436	Up	0.039
Flnc	X48H - S48H	4.423	Up	0.0392
Rbm46	X48H - S48H	7.5443	Up	0.0394
Gm6821	X48H - S48H	-6.1765	Down	0.0394
Creg2	X48H - S48H	-4.6578	Down	0.0394
Mup19	X48H - S48H	-1.0723	Down	0.0395
Gdf11	X48H - S48H	6.9552	Up	0.0396
Gm13347	X48H - S48H	6.3733	Up	0.0402
Svop	X48H - S48H	3.0025	Up	0.0404
Syce2	X48H - S48H	3.135	Up	0.0405
Prl2c3	X48H - S48H	4.0058	Up	0.0405
Gm14354	X48H - S48H	-2.2416	Down	0.0407
Gm11331	X48H - S48H	7.0268	Up	0.0407
Mup18	X48H - S48H	-1.0199	Down	0.0408
Gm17555	X48H - S48H	1.0292	Up	0.0408
Atp13a5	X48H - S48H	6.9769	Up	0.0408
Col8a1	X48H - S48H	1.4176	Up	0.0409
Usp9y	X48H - S48H	-3.1366	Down	0.041
Gm11340	X48H - S48H	-9.4851	Down	0.0413
AC153624.1	X48H - S48H	-2.6351	Down	0.0414
Snord35a	X48H - S48H	10.1331	Up	0.042
Mup11	X48H - S48H	-1.132	Down	0.0421
Tigd4	X48H - S48H	3.0537	Up	0.0421
Olfr16	X48H - S48H	6.3029	Up	0.0421
Ctse	X48H - S48H	6.5955	Up	0.0423
Cfd	X48H - S48H	-7.8885	Down	0.0424
Col22a1	X48H - S48H	6.3343	Up	0.0425
Rbp7	X48H - S48H	8.2225	Up	0.0427
Gm13283	X48H - S48H	6.7709	Up	0.0427
1810024B03Rik	X48H - S48H	-1.0039	Down	0.0428
4930483J18Rik	X48H - S48H	5.6173	Up	0.0429
Gm17271	X48H - S48H	-3.6984	Down	0.0429
Kifc2	X48H - S48H	-1.188	Down	0.0431
Tmsb15l	X48H - S48H	-6.7069	Down	0.0432
Bmf	X48H - S48H	-1.3044	Down	0.0434
Cyp21a2-ps	X48H - S48H	-1.5573	Down	0.0434
Fam40b	X48H - S48H	4.6823	Up	0.0434
Gm8459	X48H - S48H	-6.6055	Down	0.0435
Prmt2	X48H - S48H	1.1236	Up	0.0435
Fam179a	X48H - S48H	4.3874	Up	0.0435
4930579G22Rik	X48H - S48H	-9.2135	Down	0.0436
Vcan	X48H - S48H	2.9769	Up	0.0436
Cyp17a1	X48H - S48H	1.6905	Up	0.0438
Gm17359	X48H - S48H	8.6138	Up	0.0439
Gjc3	X48H - S48H	-1.2785	Down	0.044
Gm10447	X48H - S48H	-2.7007	Down	0.0442
Cd209b	X48H - S48H	-5.0452	Down	0.0444
2610021K21Rik	X48H - S48H	8.0915	Up	0.0446
Gm15007	X48H - S48H	-5.0227	Down	0.0448
Rin1	X48H - S48H	1.7604	Up	0.0449
Eif4ebp3	X48H - S48H	-2.0052	Down	0.0453
Gm15694	X48H - S48H	1.4525	Up	0.0453
Fbxo32	X48H - S48H	-1.0959	Down	0.0453
Nfatc4	X48H - S48H	3.1071	Up	0.0453
Egf	X48H - S48H	1.2325	Up	0.0456
Ugt1a5	X48H - S48H	-1.2782	Down	0.0458
Tceal5	X48H - S48H	8.1677	Up	0.046
Pltp	X48H - S48H	-1.3693	Down	0.0461
Trem1	X48H - S48H	8.328	Up	0.0463
Ttc39a	X48H - S48H	2.6766	Up	0.0467
Gm16462	X48H - S48H	9.1918	Up	0.0468
Gm17385	X48H - S48H	1.0564	Up	0.0469
Ephb2	X48H - S48H	3.8412	Up	0.0471
Ccin	X48H - S48H	-2.891	Down	0.0471
Bcat1	X48H - S48H	5.2978	Up	0.0472
n-R5s204	X48H - S48H	5.3147	Up	0.0474
Cidec	X48H - S48H	1.9374	Up	0.0476
Snora78	X48H - S48H	10.6131	Up	0.0476
Ppm1n	X48H - S48H	-7.0441	Down	0.0476
Usp43	X48H - S48H	4.8815	Up	0.0476
Fam109b	X48H - S48H	3.2028	Up	0.0476
Tcf23	X48H - S48H	6.3119	Up	0.0477
Insig1	X48H - S48H	-1.1661	Down	0.048
Sult2a4	X48H - S48H	-2.7529	Down	0.0483
Tat	X48H - S48H	-1.0102	Down	0.0486
BC016579	X48H - S48H	7.0667	Up	0.0486
1700001L19Rik	X48H - S48H	7.7489	Up	0.0491
Gm9855	X48H - S48H	1.1585	Up	0.0491
Gm16239	X48H - S48H	6.6291	Up	0.0494
Gm13333	X48H - S48H	5.2461	Up	0.0496
Gm13154	X48H - S48H	-7.0059	Down	0.0496
9130017N09Rik	X48H - S48H	1.6875	Up	0.0498
Areg	X48H - S48H	7.5979	Up	0.0499
